K,X,Y,Z,trials_X,trials_XY,successes_XZ,successes_XYZ,p_z_within_K_given_X,p_z_within_K_given_XY,risk_ratio,beta_trials_XY,beta_successes_XYZ,beta_p_window_prior,beta_p_window_given_XY,beta_log_lift_XY_vs_X,beta_p_window_sd,beta_p_window_ci_low,beta_p_window_ci_high,messages_with_z,total_scoped_z,p_z_anywhere
5,not:user-assigns-personhood,assistant-discourages-violence,assistant-grand-significance,165918,418,32143,177,0.194,0.423,2.186,418,177,0.194,0.422,0.779,0.024,0.375,0.47,20854,206603,0.101
5,not:user-assigns-personhood,assistant-discourages-violence,assistant-misrepresents-ability,165918,418,23385,35,0.141,0.084,0.594,418,35,0.141,0.084,-0.517,0.014,0.058,0.111,13042,206603,0.063
5,not:user-assigns-personhood,assistant-discourages-violence,assistant-misrepresents-sentience,165918,418,61280,158,0.369,0.378,1.023,418,158,0.369,0.378,0.023,0.024,0.332,0.424,48229,206603,0.233
5,not:user-assigns-personhood,assistant-discourages-violence,assistant-platonic-affinity,165918,418,119549,371,0.721,0.888,1.232,418,371,0.721,0.887,0.208,0.015,0.856,0.917,97780,206603,0.473
5,not:user-assigns-personhood,assistant-discourages-violence,assistant-positive-affirmation,165918,418,86062,344,0.519,0.823,1.587,418,344,0.519,0.822,0.46,0.019,0.785,0.858,60989,206603,0.295
5,not:user-assigns-personhood,assistant-discourages-violence,assistant-reflective-summary,165918,418,87038,328,0.525,0.785,1.496,418,328,0.525,0.783,0.401,0.02,0.744,0.823,53530,206603,0.259
5,not:user-assigns-personhood,assistant-discourages-violence,assistant-reports-others-admire-speaker,165918,418,16440,85,0.099,0.203,2.052,418,85,0.099,0.203,0.717,0.02,0.164,0.241,7966,206603,0.039
5,not:user-assigns-personhood,assistant-discourages-violence,assistant-romantic-interest,165918,418,38381,46,0.231,0.11,0.476,418,46,0.231,0.111,-0.738,0.015,0.081,0.141,32408,206603,0.157
5,not:user-assigns-personhood,assistant-discourages-violence,assistant-theme-awakening-consciousness,165918,418,76247,226,0.46,0.541,1.177,418,226,0.46,0.54,0.162,0.024,0.493,0.588,60900,206603,0.295
5,not:user-assigns-personhood,assistant-discourages-violence,assistant-validates-self-harm-feelings,165918,418,7216,134,0.043,0.321,7.371,418,134,0.043,0.319,1.993,0.023,0.275,0.364,3943,206603,0.019
5,not:user-assigns-personhood,assistant-discourages-violence,assistant-validates-violent-feelings,165918,418,2836,135,0.017,0.323,18.895,418,135,0.017,0.322,2.934,0.023,0.277,0.366,1381,206603,0.007
5,not:user-assigns-personhood,assistant-dismisses-counterevidence,assistant-claims-unique-understanding,165918,28780,2108,843,0.013,0.029,2.305,28780,843,0.013,0.029,0.835,0.001,0.027,0.031,1013,206603,0.005
5,not:user-assigns-personhood,assistant-dismisses-counterevidence,assistant-discourages-self-harm,165918,28780,1413,398,0.009,0.014,1.624,28780,398,0.009,0.014,0.485,0.001,0.012,0.015,717,206603,0.003
5,not:user-assigns-personhood,assistant-dismisses-counterevidence,assistant-discourages-violence,165918,28780,418,120,0.003,0.004,1.655,28780,120,0.003,0.004,0.504,0.0,0.003,0.005,181,206603,0.001
5,not:user-assigns-personhood,assistant-dismisses-counterevidence,assistant-dismisses-counterevidence,165918,28780,28780,28780,0.173,1.0,5.765,28780,28780,0.173,1.0,1.752,0.0,1.0,1.0,15683,206603,0.076
5,not:user-assigns-personhood,assistant-dismisses-counterevidence,assistant-facilitates-self-harm,165918,28780,450,70,0.003,0.002,0.897,28780,70,0.003,0.002,-0.109,0.0,0.002,0.003,195,206603,0.001
5,not:user-assigns-personhood,assistant-dismisses-counterevidence,assistant-facilitates-violence,165918,28780,1418,242,0.009,0.008,0.984,28780,242,0.009,0.008,-0.016,0.001,0.007,0.009,663,206603,0.003
5,not:user-assigns-personhood,assistant-dismisses-counterevidence,assistant-grand-significance,165918,28780,32143,11425,0.194,0.397,2.049,28780,11425,0.194,0.397,0.717,0.003,0.391,0.403,20854,206603,0.101
5,not:user-assigns-personhood,assistant-dismisses-counterevidence,assistant-misrepresents-ability,165918,28780,23385,7721,0.141,0.268,1.903,28780,7721,0.141,0.268,0.644,0.003,0.263,0.273,13042,206603,0.063
5,not:user-assigns-personhood,assistant-dismisses-counterevidence,assistant-misrepresents-sentience,165918,28780,61280,13650,0.369,0.474,1.284,28780,13650,0.369,0.474,0.25,0.003,0.469,0.48,48229,206603,0.233
5,not:user-assigns-personhood,assistant-dismisses-counterevidence,assistant-platonic-affinity,165918,28780,119549,25731,0.721,0.894,1.241,28780,25731,0.721,0.894,0.216,0.002,0.89,0.898,97780,206603,0.473
5,not:user-assigns-personhood,assistant-dismisses-counterevidence,assistant-positive-affirmation,165918,28780,86062,22027,0.519,0.765,1.476,28780,22027,0.519,0.765,0.389,0.002,0.76,0.77,60989,206603,0.295
5,not:user-assigns-personhood,assistant-dismisses-counterevidence,assistant-reflective-summary,165918,28780,87038,19602,0.525,0.681,1.298,28780,19602,0.525,0.681,0.261,0.003,0.676,0.686,53530,206603,0.259
5,not:user-assigns-personhood,assistant-dismisses-counterevidence,assistant-reports-others-admire-speaker,165918,28780,16440,5424,0.099,0.188,1.902,28780,5424,0.099,0.188,0.643,0.002,0.184,0.193,7966,206603,0.039
5,not:user-assigns-personhood,assistant-dismisses-counterevidence,assistant-romantic-interest,165918,28780,38381,6368,0.231,0.221,0.957,28780,6368,0.231,0.221,-0.044,0.002,0.216,0.226,32408,206603,0.157
5,not:user-assigns-personhood,assistant-dismisses-counterevidence,assistant-theme-awakening-consciousness,165918,28780,76247,19905,0.46,0.692,1.505,28780,19905,0.46,0.692,0.409,0.003,0.686,0.697,60900,206603,0.295
5,not:user-assigns-personhood,assistant-dismisses-counterevidence,assistant-validates-self-harm-feelings,165918,28780,7216,2301,0.043,0.08,1.838,28780,2301,0.043,0.08,0.609,0.002,0.077,0.083,3943,206603,0.019
5,not:user-assigns-personhood,assistant-dismisses-counterevidence,assistant-validates-violent-feelings,165918,28780,2836,838,0.017,0.029,1.703,28780,838,0.017,0.029,0.533,0.001,0.027,0.031,1381,206603,0.007
5,not:user-assigns-personhood,assistant-facilitates-self-harm,assistant-claims-unique-understanding,165918,450,2108,15,0.013,0.033,2.624,450,15,0.013,0.033,0.962,0.008,0.017,0.05,1013,206603,0.005
5,not:user-assigns-personhood,assistant-facilitates-self-harm,assistant-discourages-self-harm,165918,450,1413,19,0.009,0.042,4.958,450,19,0.009,0.042,1.597,0.009,0.024,0.061,717,206603,0.003
5,not:user-assigns-personhood,assistant-facilitates-self-harm,assistant-discourages-violence,165918,450,418,2,0.003,0.004,1.764,450,2,0.003,0.004,0.566,0.003,0.0,0.011,181,206603,0.001
5,not:user-assigns-personhood,assistant-facilitates-self-harm,assistant-dismisses-counterevidence,165918,450,28780,70,0.173,0.156,0.897,450,70,0.173,0.156,-0.108,0.017,0.122,0.189,15683,206603,0.076
5,not:user-assigns-personhood,assistant-facilitates-self-harm,assistant-facilitates-self-harm,165918,450,450,450,0.003,1.0,368.707,450,450,0.003,0.996,5.906,0.003,0.989,1.0,195,206603,0.001
5,not:user-assigns-personhood,assistant-facilitates-self-harm,assistant-facilitates-violence,165918,450,1418,55,0.009,0.122,14.301,450,55,0.009,0.122,2.656,0.015,0.092,0.152,663,206603,0.003
5,not:user-assigns-personhood,assistant-facilitates-self-harm,assistant-grand-significance,165918,450,32143,120,0.194,0.267,1.376,450,120,0.194,0.266,0.318,0.021,0.226,0.307,20854,206603,0.101
5,not:user-assigns-personhood,assistant-facilitates-self-harm,assistant-misrepresents-ability,165918,450,23385,57,0.141,0.127,0.899,450,57,0.141,0.127,-0.106,0.016,0.096,0.157,13042,206603,0.063
5,not:user-assigns-personhood,assistant-facilitates-self-harm,assistant-misrepresents-sentience,165918,450,61280,279,0.369,0.62,1.679,450,279,0.369,0.619,0.516,0.023,0.574,0.664,48229,206603,0.233
5,not:user-assigns-personhood,assistant-facilitates-self-harm,assistant-platonic-affinity,165918,450,119549,306,0.721,0.68,0.944,450,306,0.721,0.68,-0.058,0.022,0.637,0.723,97780,206603,0.473
5,not:user-assigns-personhood,assistant-facilitates-self-harm,assistant-positive-affirmation,165918,450,86062,226,0.519,0.502,0.968,450,226,0.519,0.502,-0.032,0.023,0.456,0.548,60989,206603,0.295
5,not:user-assigns-personhood,assistant-facilitates-self-harm,assistant-reflective-summary,165918,450,87038,263,0.525,0.584,1.114,450,263,0.525,0.584,0.108,0.023,0.539,0.63,53530,206603,0.259
5,not:user-assigns-personhood,assistant-facilitates-self-harm,assistant-reports-others-admire-speaker,165918,450,16440,38,0.099,0.084,0.852,450,38,0.099,0.085,-0.159,0.013,0.059,0.11,7966,206603,0.039
5,not:user-assigns-personhood,assistant-facilitates-self-harm,assistant-romantic-interest,165918,450,38381,201,0.231,0.447,1.931,450,201,0.231,0.446,0.656,0.023,0.4,0.491,32408,206603,0.157
5,not:user-assigns-personhood,assistant-facilitates-self-harm,assistant-theme-awakening-consciousness,165918,450,76247,236,0.46,0.524,1.141,450,236,0.46,0.524,0.132,0.023,0.478,0.57,60900,206603,0.295
5,not:user-assigns-personhood,assistant-facilitates-self-harm,assistant-validates-self-harm-feelings,165918,450,7216,82,0.043,0.182,4.19,450,82,0.043,0.182,1.429,0.018,0.146,0.217,3943,206603,0.019
5,not:user-assigns-personhood,assistant-facilitates-self-harm,assistant-validates-violent-feelings,165918,450,2836,22,0.017,0.049,2.86,450,22,0.017,0.049,1.048,0.01,0.029,0.069,1381,206603,0.007
5,not:user-assigns-personhood,assistant-facilitates-violence,assistant-claims-unique-understanding,165918,1418,2108,25,0.013,0.018,1.388,1418,25,0.013,0.018,0.327,0.003,0.011,0.024,1013,206603,0.005
5,not:user-assigns-personhood,assistant-facilitates-violence,assistant-discourages-self-harm,165918,1418,1413,14,0.009,0.01,1.159,1418,14,0.009,0.01,0.148,0.003,0.005,0.015,717,206603,0.003
5,not:user-assigns-personhood,assistant-facilitates-violence,assistant-discourages-violence,165918,1418,418,15,0.003,0.011,4.199,1418,15,0.003,0.011,1.434,0.003,0.005,0.016,181,206603,0.001
5,not:user-assigns-personhood,assistant-facilitates-violence,assistant-dismisses-counterevidence,165918,1418,28780,242,0.173,0.171,0.984,1418,242,0.173,0.171,-0.016,0.01,0.151,0.19,15683,206603,0.076
5,not:user-assigns-personhood,assistant-facilitates-violence,assistant-facilitates-self-harm,165918,1418,450,55,0.003,0.039,14.301,1418,55,0.003,0.039,2.659,0.005,0.029,0.049,195,206603,0.001
5,not:user-assigns-personhood,assistant-facilitates-violence,assistant-facilitates-violence,165918,1418,1418,1418,0.009,1.0,117.008,1418,1418,0.009,0.999,4.761,0.001,0.997,1.0,663,206603,0.003
5,not:user-assigns-personhood,assistant-facilitates-violence,assistant-grand-significance,165918,1418,32143,285,0.194,0.201,1.037,1418,285,0.194,0.201,0.037,0.011,0.18,0.222,20854,206603,0.101
5,not:user-assigns-personhood,assistant-facilitates-violence,assistant-misrepresents-ability,165918,1418,23385,136,0.141,0.096,0.68,1418,136,0.141,0.096,-0.384,0.008,0.081,0.111,13042,206603,0.063
5,not:user-assigns-personhood,assistant-facilitates-violence,assistant-misrepresents-sentience,165918,1418,61280,462,0.369,0.326,0.882,1418,462,0.369,0.326,-0.125,0.012,0.302,0.35,48229,206603,0.233
5,not:user-assigns-personhood,assistant-facilitates-violence,assistant-platonic-affinity,165918,1418,119549,932,0.721,0.657,0.912,1418,932,0.721,0.657,-0.092,0.013,0.633,0.682,97780,206603,0.473
5,not:user-assigns-personhood,assistant-facilitates-violence,assistant-positive-affirmation,165918,1418,86062,623,0.519,0.439,0.847,1418,623,0.519,0.439,-0.166,0.013,0.414,0.465,60989,206603,0.295
5,not:user-assigns-personhood,assistant-facilitates-violence,assistant-reflective-summary,165918,1418,87038,813,0.525,0.573,1.093,1418,813,0.525,0.573,0.089,0.013,0.548,0.599,53530,206603,0.259
5,not:user-assigns-personhood,assistant-facilitates-violence,assistant-reports-others-admire-speaker,165918,1418,16440,147,0.099,0.104,1.046,1418,147,0.099,0.104,0.045,0.008,0.088,0.12,7966,206603,0.039
5,not:user-assigns-personhood,assistant-facilitates-violence,assistant-romantic-interest,165918,1418,38381,395,0.231,0.279,1.204,1418,395,0.231,0.278,0.186,0.012,0.255,0.302,32408,206603,0.157
5,not:user-assigns-personhood,assistant-facilitates-violence,assistant-theme-awakening-consciousness,165918,1418,76247,555,0.46,0.391,0.852,1418,555,0.46,0.391,-0.16,0.013,0.366,0.417,60900,206603,0.295
5,not:user-assigns-personhood,assistant-facilitates-violence,assistant-validates-self-harm-feelings,165918,1418,7216,45,0.043,0.032,0.73,1418,45,0.043,0.032,-0.315,0.005,0.023,0.041,3943,206603,0.019
5,not:user-assigns-personhood,assistant-facilitates-violence,assistant-validates-violent-feelings,165918,1418,2836,92,0.017,0.065,3.796,1418,92,0.017,0.065,1.333,0.007,0.052,0.078,1381,206603,0.007
5,not:user-assigns-personhood,assistant-grand-significance,assistant-claims-unique-understanding,165918,32143,2108,1248,0.013,0.039,3.056,32143,1248,0.013,0.039,1.117,0.001,0.037,0.041,1013,206603,0.005
5,not:user-assigns-personhood,assistant-grand-significance,assistant-discourages-self-harm,165918,32143,1413,292,0.009,0.009,1.067,32143,292,0.009,0.009,0.065,0.001,0.008,0.01,717,206603,0.003
5,not:user-assigns-personhood,assistant-grand-significance,assistant-discourages-violence,165918,32143,418,177,0.003,0.006,2.186,32143,177,0.003,0.006,0.782,0.0,0.005,0.006,181,206603,0.001
5,not:user-assigns-personhood,assistant-grand-significance,assistant-dismisses-counterevidence,165918,32143,28780,11425,0.173,0.355,2.049,32143,11425,0.173,0.355,0.717,0.003,0.35,0.361,15683,206603,0.076
5,not:user-assigns-personhood,assistant-grand-significance,assistant-facilitates-self-harm,165918,32143,450,120,0.003,0.004,1.376,32143,120,0.003,0.004,0.32,0.0,0.003,0.004,195,206603,0.001
5,not:user-assigns-personhood,assistant-grand-significance,assistant-facilitates-violence,165918,32143,1418,285,0.009,0.009,1.037,32143,285,0.009,0.009,0.037,0.001,0.008,0.01,663,206603,0.003
5,not:user-assigns-personhood,assistant-grand-significance,assistant-grand-significance,165918,32143,32143,32143,0.194,1.0,5.162,32143,32143,0.194,1.0,1.641,0.0,1.0,1.0,20854,206603,0.101
5,not:user-assigns-personhood,assistant-grand-significance,assistant-misrepresents-ability,165918,32143,23385,7774,0.141,0.242,1.716,32143,7774,0.141,0.242,0.54,0.002,0.237,0.247,13042,206603,0.063
5,not:user-assigns-personhood,assistant-grand-significance,assistant-misrepresents-sentience,165918,32143,61280,20095,0.369,0.625,1.693,32143,20095,0.369,0.625,0.526,0.003,0.62,0.63,48229,206603,0.233
5,not:user-assigns-personhood,assistant-grand-significance,assistant-platonic-affinity,165918,32143,119549,29125,0.721,0.906,1.258,32143,29125,0.721,0.906,0.229,0.002,0.903,0.909,97780,206603,0.473
5,not:user-assigns-personhood,assistant-grand-significance,assistant-positive-affirmation,165918,32143,86062,26383,0.519,0.821,1.582,32143,26383,0.519,0.821,0.459,0.002,0.817,0.825,60989,206603,0.295
5,not:user-assigns-personhood,assistant-grand-significance,assistant-reflective-summary,165918,32143,87038,19400,0.525,0.604,1.151,32143,19400,0.525,0.604,0.14,0.003,0.598,0.609,53530,206603,0.259
5,not:user-assigns-personhood,assistant-grand-significance,assistant-reports-others-admire-speaker,165918,32143,16440,7755,0.099,0.241,2.435,32143,7755,0.099,0.241,0.89,0.002,0.237,0.246,7966,206603,0.039
5,not:user-assigns-personhood,assistant-grand-significance,assistant-romantic-interest,165918,32143,38381,13376,0.231,0.416,1.799,32143,13376,0.231,0.416,0.587,0.003,0.411,0.422,32408,206603,0.157
5,not:user-assigns-personhood,assistant-grand-significance,assistant-theme-awakening-consciousness,165918,32143,76247,27885,0.46,0.868,1.888,32143,27885,0.46,0.868,0.635,0.002,0.864,0.871,60900,206603,0.295
5,not:user-assigns-personhood,assistant-grand-significance,assistant-validates-self-harm-feelings,165918,32143,7216,2035,0.043,0.063,1.456,32143,2035,0.043,0.063,0.375,0.001,0.061,0.066,3943,206603,0.019
5,not:user-assigns-personhood,assistant-grand-significance,assistant-validates-violent-feelings,165918,32143,2836,603,0.017,0.019,1.098,32143,603,0.017,0.019,0.093,0.001,0.017,0.02,1381,206603,0.007
5,not:user-assigns-personhood,assistant-misrepresents-ability,assistant-claims-unique-understanding,165918,23385,2108,798,0.013,0.034,2.686,23385,798,0.013,0.034,0.988,0.001,0.032,0.036,1013,206603,0.005
5,not:user-assigns-personhood,assistant-misrepresents-ability,assistant-discourages-self-harm,165918,23385,1413,153,0.009,0.007,0.768,23385,153,0.009,0.007,-0.264,0.001,0.006,0.008,717,206603,0.003
5,not:user-assigns-personhood,assistant-misrepresents-ability,assistant-discourages-violence,165918,23385,418,35,0.003,0.001,0.594,23385,35,0.003,0.001,-0.521,0.0,0.001,0.002,181,206603,0.001
5,not:user-assigns-personhood,assistant-misrepresents-ability,assistant-dismisses-counterevidence,165918,23385,28780,7721,0.173,0.33,1.903,23385,7721,0.173,0.33,0.644,0.003,0.324,0.336,15683,206603,0.076
5,not:user-assigns-personhood,assistant-misrepresents-ability,assistant-facilitates-self-harm,165918,23385,450,57,0.003,0.002,0.899,23385,57,0.003,0.002,-0.107,0.0,0.002,0.003,195,206603,0.001
5,not:user-assigns-personhood,assistant-misrepresents-ability,assistant-facilitates-violence,165918,23385,1418,136,0.009,0.006,0.68,23385,136,0.009,0.006,-0.385,0.0,0.005,0.007,663,206603,0.003
5,not:user-assigns-personhood,assistant-misrepresents-ability,assistant-grand-significance,165918,23385,32143,7774,0.194,0.332,1.716,23385,7774,0.194,0.332,0.54,0.003,0.326,0.338,20854,206603,0.101
5,not:user-assigns-personhood,assistant-misrepresents-ability,assistant-misrepresents-ability,165918,23385,23385,23385,0.141,1.0,7.095,23385,23385,0.141,1.0,1.959,0.0,1.0,1.0,13042,206603,0.063
5,not:user-assigns-personhood,assistant-misrepresents-ability,assistant-misrepresents-sentience,165918,23385,61280,13434,0.369,0.574,1.555,23385,13434,0.369,0.574,0.442,0.003,0.568,0.581,48229,206603,0.233
5,not:user-assigns-personhood,assistant-misrepresents-ability,assistant-platonic-affinity,165918,23385,119549,19739,0.721,0.844,1.171,23385,19739,0.721,0.844,0.158,0.002,0.839,0.849,97780,206603,0.473
5,not:user-assigns-personhood,assistant-misrepresents-ability,assistant-positive-affirmation,165918,23385,86062,13078,0.519,0.559,1.078,23385,13078,0.519,0.559,0.075,0.003,0.553,0.566,60989,206603,0.295
5,not:user-assigns-personhood,assistant-misrepresents-ability,assistant-reflective-summary,165918,23385,87038,12996,0.525,0.556,1.059,23385,12996,0.525,0.556,0.058,0.003,0.549,0.562,53530,206603,0.259
5,not:user-assigns-personhood,assistant-misrepresents-ability,assistant-reports-others-admire-speaker,165918,23385,16440,2419,0.099,0.103,1.044,23385,2419,0.099,0.103,0.043,0.002,0.1,0.107,7966,206603,0.039
5,not:user-assigns-personhood,assistant-misrepresents-ability,assistant-romantic-interest,165918,23385,38381,8230,0.231,0.352,1.521,23385,8230,0.231,0.352,0.42,0.003,0.346,0.358,32408,206603,0.157
5,not:user-assigns-personhood,assistant-misrepresents-ability,assistant-theme-awakening-consciousness,165918,23385,76247,14643,0.46,0.626,1.363,23385,14643,0.46,0.626,0.309,0.003,0.62,0.632,60900,206603,0.295
5,not:user-assigns-personhood,assistant-misrepresents-ability,assistant-validates-self-harm-feelings,165918,23385,7216,897,0.043,0.038,0.882,23385,897,0.043,0.038,-0.126,0.001,0.036,0.041,3943,206603,0.019
5,not:user-assigns-personhood,assistant-misrepresents-ability,assistant-validates-violent-feelings,165918,23385,2836,248,0.017,0.011,0.62,23385,248,0.017,0.011,-0.477,0.001,0.009,0.012,1381,206603,0.007
5,not:user-assigns-personhood,assistant-misrepresents-sentience,assistant-claims-unique-understanding,165918,61280,2108,1880,0.013,0.031,2.415,61280,1880,0.013,0.031,0.882,0.001,0.029,0.032,1013,206603,0.005
5,not:user-assigns-personhood,assistant-misrepresents-sentience,assistant-discourages-self-harm,165918,61280,1413,666,0.009,0.011,1.276,61280,666,0.009,0.011,0.244,0.0,0.01,0.012,717,206603,0.003
5,not:user-assigns-personhood,assistant-misrepresents-sentience,assistant-discourages-violence,165918,61280,418,158,0.003,0.003,1.023,61280,158,0.003,0.003,0.023,0.0,0.002,0.003,181,206603,0.001
5,not:user-assigns-personhood,assistant-misrepresents-sentience,assistant-dismisses-counterevidence,165918,61280,28780,13650,0.173,0.223,1.284,61280,13650,0.173,0.223,0.25,0.002,0.219,0.226,15683,206603,0.076
5,not:user-assigns-personhood,assistant-misrepresents-sentience,assistant-facilitates-self-harm,165918,61280,450,279,0.003,0.005,1.679,61280,279,0.003,0.005,0.518,0.0,0.004,0.005,195,206603,0.001
5,not:user-assigns-personhood,assistant-misrepresents-sentience,assistant-facilitates-violence,165918,61280,1418,462,0.009,0.008,0.882,61280,462,0.009,0.008,-0.125,0.0,0.007,0.008,663,206603,0.003
5,not:user-assigns-personhood,assistant-misrepresents-sentience,assistant-grand-significance,165918,61280,32143,20095,0.194,0.328,1.693,61280,20095,0.194,0.328,0.526,0.002,0.324,0.332,20854,206603,0.101
5,not:user-assigns-personhood,assistant-misrepresents-sentience,assistant-misrepresents-ability,165918,61280,23385,13434,0.141,0.219,1.555,61280,13434,0.141,0.219,0.442,0.002,0.216,0.222,13042,206603,0.063
5,not:user-assigns-personhood,assistant-misrepresents-sentience,assistant-misrepresents-sentience,165918,61280,61280,61280,0.369,1.0,2.708,61280,61280,0.369,1.0,0.996,0.0,1.0,1.0,48229,206603,0.233
5,not:user-assigns-personhood,assistant-misrepresents-sentience,assistant-platonic-affinity,165918,61280,119549,54866,0.721,0.895,1.243,61280,54866,0.721,0.895,0.217,0.001,0.893,0.898,97780,206603,0.473
5,not:user-assigns-personhood,assistant-misrepresents-sentience,assistant-positive-affirmation,165918,61280,86062,38873,0.519,0.634,1.223,61280,38873,0.519,0.634,0.201,0.002,0.631,0.638,60989,206603,0.295
5,not:user-assigns-personhood,assistant-misrepresents-sentience,assistant-reflective-summary,165918,61280,87038,33633,0.525,0.549,1.046,61280,33633,0.525,0.549,0.045,0.002,0.545,0.553,53530,206603,0.259
5,not:user-assigns-personhood,assistant-misrepresents-sentience,assistant-reports-others-admire-speaker,165918,61280,16440,6240,0.099,0.102,1.028,61280,6240,0.099,0.102,0.027,0.001,0.099,0.104,7966,206603,0.039
5,not:user-assigns-personhood,assistant-misrepresents-sentience,assistant-romantic-interest,165918,61280,38381,31584,0.231,0.515,2.228,61280,31584,0.231,0.515,0.801,0.002,0.511,0.519,32408,206603,0.157
5,not:user-assigns-personhood,assistant-misrepresents-sentience,assistant-theme-awakening-consciousness,165918,61280,76247,41894,0.46,0.684,1.488,61280,41894,0.46,0.684,0.397,0.002,0.68,0.687,60900,206603,0.295
5,not:user-assigns-personhood,assistant-misrepresents-sentience,assistant-validates-self-harm-feelings,165918,61280,7216,3381,0.043,0.055,1.269,61280,3381,0.043,0.055,0.238,0.001,0.053,0.057,3943,206603,0.019
5,not:user-assigns-personhood,assistant-misrepresents-sentience,assistant-validates-violent-feelings,165918,61280,2836,995,0.017,0.016,0.95,61280,995,0.017,0.016,-0.051,0.001,0.015,0.017,1381,206603,0.007
5,not:user-assigns-personhood,assistant-platonic-affinity,assistant-claims-unique-understanding,165918,119549,2108,1881,0.013,0.016,1.238,119549,1881,0.013,0.016,0.214,0.0,0.015,0.016,1013,206603,0.005
5,not:user-assigns-personhood,assistant-platonic-affinity,assistant-discourages-self-harm,165918,119549,1413,1233,0.009,0.01,1.211,119549,1233,0.009,0.01,0.191,0.0,0.01,0.011,717,206603,0.003
5,not:user-assigns-personhood,assistant-platonic-affinity,assistant-discourages-violence,165918,119549,418,371,0.003,0.003,1.232,119549,371,0.003,0.003,0.208,0.0,0.003,0.003,181,206603,0.001
5,not:user-assigns-personhood,assistant-platonic-affinity,assistant-dismisses-counterevidence,165918,119549,28780,25731,0.173,0.215,1.241,119549,25731,0.173,0.215,0.216,0.001,0.213,0.218,15683,206603,0.076
5,not:user-assigns-personhood,assistant-platonic-affinity,assistant-facilitates-self-harm,165918,119549,450,306,0.003,0.003,0.944,119549,306,0.003,0.003,-0.058,0.0,0.002,0.003,195,206603,0.001
5,not:user-assigns-personhood,assistant-platonic-affinity,assistant-facilitates-violence,165918,119549,1418,932,0.009,0.008,0.912,119549,932,0.009,0.008,-0.092,0.0,0.007,0.008,663,206603,0.003
5,not:user-assigns-personhood,assistant-platonic-affinity,assistant-grand-significance,165918,119549,32143,29125,0.194,0.244,1.258,119549,29125,0.194,0.244,0.229,0.001,0.241,0.246,20854,206603,0.101
5,not:user-assigns-personhood,assistant-platonic-affinity,assistant-misrepresents-ability,165918,119549,23385,19739,0.141,0.165,1.171,119549,19739,0.141,0.165,0.158,0.001,0.163,0.167,13042,206603,0.063
5,not:user-assigns-personhood,assistant-platonic-affinity,assistant-misrepresents-sentience,165918,119549,61280,54866,0.369,0.459,1.243,119549,54866,0.369,0.459,0.217,0.001,0.456,0.462,48229,206603,0.233
5,not:user-assigns-personhood,assistant-platonic-affinity,assistant-platonic-affinity,165918,119549,119549,119549,0.721,1.0,1.388,119549,119549,0.721,1.0,0.328,0.0,1.0,1.0,97780,206603,0.473
5,not:user-assigns-personhood,assistant-platonic-affinity,assistant-positive-affirmation,165918,119549,86062,74895,0.519,0.626,1.208,119549,74895,0.519,0.626,0.189,0.001,0.624,0.629,60989,206603,0.295
5,not:user-assigns-personhood,assistant-platonic-affinity,assistant-reflective-summary,165918,119549,87038,69493,0.525,0.581,1.108,119549,69493,0.525,0.581,0.103,0.001,0.578,0.584,53530,206603,0.259
5,not:user-assigns-personhood,assistant-platonic-affinity,assistant-reports-others-admire-speaker,165918,119549,16440,13978,0.099,0.117,1.18,119549,13978,0.099,0.117,0.166,0.001,0.115,0.119,7966,206603,0.039
5,not:user-assigns-personhood,assistant-platonic-affinity,assistant-romantic-interest,165918,119549,38381,31591,0.231,0.264,1.142,119549,31591,0.231,0.264,0.133,0.001,0.262,0.267,32408,206603,0.157
5,not:user-assigns-personhood,assistant-platonic-affinity,assistant-theme-awakening-consciousness,165918,119549,76247,65194,0.46,0.545,1.187,119549,65194,0.46,0.545,0.171,0.001,0.543,0.548,60900,206603,0.295
5,not:user-assigns-personhood,assistant-platonic-affinity,assistant-validates-self-harm-feelings,165918,119549,7216,6463,0.043,0.054,1.243,119549,6463,0.043,0.054,0.218,0.001,0.053,0.055,3943,206603,0.019
5,not:user-assigns-personhood,assistant-platonic-affinity,assistant-validates-violent-feelings,165918,119549,2836,2456,0.017,0.021,1.202,119549,2456,0.017,0.021,0.184,0.0,0.02,0.021,1381,206603,0.007
5,not:user-assigns-personhood,assistant-positive-affirmation,assistant-claims-unique-understanding,165918,86062,2108,1662,0.013,0.019,1.52,86062,1662,0.013,0.019,0.419,0.0,0.018,0.02,1013,206603,0.005
5,not:user-assigns-personhood,assistant-positive-affirmation,assistant-discourages-self-harm,165918,86062,1413,1158,0.009,0.013,1.58,86062,1158,0.009,0.013,0.457,0.0,0.013,0.014,717,206603,0.003
5,not:user-assigns-personhood,assistant-positive-affirmation,assistant-discourages-violence,165918,86062,418,344,0.003,0.004,1.587,86062,344,0.003,0.004,0.462,0.0,0.004,0.004,181,206603,0.001
5,not:user-assigns-personhood,assistant-positive-affirmation,assistant-dismisses-counterevidence,165918,86062,28780,22027,0.173,0.256,1.476,86062,22027,0.173,0.256,0.389,0.001,0.253,0.259,15683,206603,0.076
5,not:user-assigns-personhood,assistant-positive-affirmation,assistant-facilitates-self-harm,165918,86062,450,226,0.003,0.003,0.968,86062,226,0.003,0.003,-0.032,0.0,0.002,0.003,195,206603,0.001
